0,0.73
0.0025,0.73
0.005,0.81
0.0075,0.81
0.01,0.81
0.0125,0.81
0.015,0.81
0.0175,0.81
0.02,0.81
0.0225,0.81
0.025,0.81
0.0275,0.81
0.03,0.81
0.0325,0.81
0.035,0.81
0.0375,0.81
0.04,0.81
0.0425,0.81
0.045,0.73
0.0475,0.81
0.05,0.81
0.0525,0.81
0.055,0.81
0.0575,0.81
0.06,0.81
0.0625,0.81
0.065,0.81
0.0675,0.73
0.07,0.81
0.0725,0.81
0.075,0.81
0.0775,0.81
0.08,0.73
0.0825,0.73
0.085,0.73
0.0875,0.73
0.09,0.73
0.0925,0.73
0.095,0.73
0.0975,0.73
0.1,0.81
0.1025,0.73
0.105,0.81
0.1075,0.81
0.11,0.81
0.1125,0.81
0.115,0.81
0.1175,0.81
0.12,0.81
0.1225,0.81
0.125,0.81
0.1275,0.73
0.13,0.73
0.1325,0.73
0.135,0.81
0.1375,0.81
0.14,0.81
0.1425,0.81
0.145,0.81
0.1475,0.73
0.15,0.81
0.1525,0.81
0.155,0.81
0.1575,0.81
0.16,0.89
0.1625,1.67
0.165,3.99
0.1675,6.92
0.17,8.38
0.1725,8.89
0.175,9.32
0.1775,9.24
0.18,9.07
0.1825,8.81
0.185,8.46
0.1875,8.21
0.19,7.78
0.1925,7.52
0.195,7.52
0.1975,7.26
0.2,6.31
0.2025,6.4
0.205,6.31
0.2075,6.31
0.21,6.14
0.2125,5.97
0.215,5.97
0.2175,6.14
0.22,6.31
0.2225,6.4
0.225,6.4
0.2275,6.48
0.23,6.57
0.2325,6.74
0.235,6.83
0.2375,6.92
0.24,6.92
0.2425,6.92
0.245,7.17
0.2475,7.17
0.25125,7.17
0.25375,7.17
0.25625,7.17
0.25875,7.26
0.26125,7.17
0.26375,7.17
0.26625,7.26
0.26875,7.17
0.27125,7.17
0.27375,7.26
0.27625,7.26
0.27875,7.43
0.28125,7.52
0.28375,7.52
0.28625,7.43
0.28875,7.43
0.29125,7.78
0.29375,7.86
0.29625,7.78
0.29875,7.78
0.30125,7.78
0.30375,7.86
0.30625,7.69
0.30875,7.69
0.31125,7.43
0.31375,7.35
0.31625,7.43
0.31875,7.26
0.32125,7.26
0.32375,7.43
0.32625,7.43
0.32875,7.52
0.33125,7.6
0.33375,7.69
0.33625,7.78
0.33875,7.78
0.34125,7.78
0.34375,7.78
0.34625,7.69
0.34875,7.52
0.35125,6.57
0.35375,6.74
0.35625,6.92
0.35875,7.09
0.36125,7.26
0.36375,7.35
0.36625,7.43
0.36875,7.43
0.37125,7.52
0.37375,7.69
0.37625,7.69
0.37875,7.78
0.38125,7.86
0.38375,7.86
0.38625,7.86
0.38875,7.95
0.39125,8.03
0.39375,8.03
0.39625,8.03
0.39875,8.03
0.40125,8.12
0.40375,8.12
0.40625,8.21
0.40875,8.21
0.41125,8.21
0.41375,8.21
0.41625,8.21
0.41875,8.12
0.42125,8.21
0.42375,8.21
0.42625,8.21
0.42875,8.21
0.43125,8.12
0.43375,8.12
0.43625,8.12
0.43875,8.12
0.44125,8.12
0.44375,8.12
0.44625,8.03
0.44875,8.12
0.45125,8.03
0.45375,8.03
0.45625,8.12
0.45875,8.03
0.46125,8.03
0.46375,8.12
0.46625,8.12
0.46875,8.21
0.47125,8.12
0.47375,8.12
0.47625,8.21
0.47875,8.21
0.48125,8.21
0.48375,8.21
0.48625,8.21
0.48875,8.12
0.49125,8.03
0.49375,8.12
0.49625,8.12
0.49875,8.03
0.50125,7
0.50375,7.09
0.50625,7.17
0.50875,7.26
0.51125,7.35
0.51375,7.35
0.51625,7.35
0.51875,7.43
0.52125,7.52
0.52375,7.6
0.52625,7.69
0.52875,7.69
0.53125,7.78
0.53375,7.78
0.53625,7.86
0.53875,7.95
0.54125,7.95
0.54375,7.95
0.54625,7.95
0.54875,7.95
0.55125,6.92
0.55375,7.09
0.55625,7.17
0.55875,7.26
0.56125,7.35
0.56375,7.52
0.56625,7.52
0.56875,7.52
0.57125,7.6
0.57375,7.6
0.57625,7.6
0.57875,7.6
0.58125,7.6
0.58375,7.6
0.58625,7.52
0.58875,7.6
0.59125,7.6
0.59375,7.69
0.59625,7.69
0.59875,7.69
0.60125,7.69
0.60375,7.69
0.60625,7.69
0.60875,7.69
0.61125,7.69
0.61375,7.78
0.61625,7.78
0.61875,7.78
0.62125,7.78
0.62375,7.86
0.62625,7.86
0.62875,7.86
0.63125,7.86
0.63375,7.86
0.63625,7.78
0.63875,7.78
0.64125,7.78
0.64375,7.78
0.64625,7.78
0.64875,7.78
0.65125,6.74
0.65375,6.92
0.65625,7
0.65875,7
0.66125,7.09
0.66375,7.17
0.66625,7.26
0.66875,7.35
0.67125,7.43
0.67375,7.43
0.67625,7.43
0.67875,7.43
0.68125,7.43
0.68375,7.52
0.68625,7.52
0.68875,7.6
0.69125,7.52
0.69375,7.6
0.69625,7.6
0.69875,7.6
0.70125,7.6
0.70375,7.52
0.70625,7.52
0.70875,7.52
0.71125,7.52
0.71375,7.52
0.71625,7.52
0.71875,7.52
0.72125,7.6
0.72375,7.52
0.72625,7.52
0.72875,7.43
0.73125,7.43
0.73375,7.43
0.73625,7.43
0.73875,7.35
0.74125,7.35
0.74375,7.35
0.74625,7.35
0.74875,7.35
0.75125,6.4
0.75375,6.48
0.75625,6.48
0.75875,6.66
0.76125,6.66
0.76375,6.74
0.76625,6.74
0.76875,6.74
0.77125,6.74
0.77375,6.83
0.77625,6.83
0.77875,6.92
0.78125,6.92
0.78375,6.92
0.78625,7
0.78875,7
0.79125,7.09
0.79375,7.09
0.79625,7.09
0.79875,7.09
0.80125,6.14
0.80375,6.23
0.80625,6.31
0.80875,6.4
0.81125,6.48
0.81375,6.48
0.81625,6.48
0.81875,6.48
0.82125,6.4
0.82375,6.48
0.82625,6.48
0.82875,6.48
0.83125,6.48
0.83375,6.57
0.83625,6.48
0.83875,6.57
0.84125,6.48
0.84375,6.48
0.84625,6.48
0.84875,6.48
0.85125,6.48
0.85375,6.48
0.85625,6.48
0.85875,6.48
0.86125,6.57
0.86375,6.57
0.86625,6.48
0.86875,6.48
0.87125,6.4
0.87375,6.4
0.87625,6.4
0.87875,6.4
0.88125,6.31
0.88375,6.31
0.88625,6.31
0.88875,6.31
0.89125,6.31
0.89375,6.23
0.89625,6.31
0.89875,6.23
0.90125,5.45
0.90375,5.54
0.90625,5.62
0.90875,5.62
0.91125,5.8
0.91375,5.8
0.91625,5.8
0.91875,5.8
0.92125,5.8
0.92375,5.8
0.92625,5.8
0.92875,5.8
0.93125,5.88
0.93375,5.8
0.93625,5.88
0.93875,5.88
0.94125,5.8
0.94375,5.8
0.94625,5.8
0.94875,5.8
0.95125,5.8
0.95375,5.8
0.95625,5.71
0.95875,5.62
0.96125,5.62
0.96375,5.62
0.96625,5.54
0.96875,5.54
0.97125,5.54
0.97375,5.54
0.97625,5.54
0.97875,5.62
0.98125,5.54
0.98375,5.54
0.98625,5.54
0.98875,5.45
0.99125,5.45
0.99375,5.54
0.99625,5.54
0.99875,5.54
1.00125,4.76
1.00375,4.85
1.00625,4.85
1.00875,4.94
1.01125,4.94
1.01375,5.11
1.01625,5.11
1.01875,5.11
1.02125,5.19
1.02375,5.28
1.02625,5.28
1.02875,5.28
1.03125,5.37
1.03375,5.37
1.03625,5.28
1.03875,5.19
1.04125,5.28
1.04375,5.19
1.04625,5.19
1.04875,5.11
1.05125,4.42
1.05375,4.51
1.05625,4.68
1.05875,4.76
1.06125,4.76
1.06375,4.76
1.06625,4.76
1.06875,4.85
1.07125,4.76
1.07375,4.76
1.07625,4.76
1.07875,4.76
1.08125,4.85
1.08375,4.94
1.08625,4.85
1.08875,4.76
1.09125,4.76
1.09375,4.68
1.09625,4.68
1.09875,4.59
1.10125,4.51
1.10375,4.51
1.10625,4.42
1.10875,4.42
1.11125,4.33
1.11375,4.25
1.11625,4.16
1.11875,4.08
1.12125,3.99
1.12375,3.99
1.12625,3.9
1.12875,3.82
1.13125,3.73
1.13375,3.64
1.13625,3.64
1.13875,3.47
1.14125,3.39
1.14375,3.3
1.14625,3.21
1.14875,3.13
1.15125,2.7
1.15375,2.61
1.15625,2.53
1.15875,2.53
1.16125,2.44
1.16375,2.35
1.16625,2.27
1.16875,2.27
1.17125,2.1
1.17375,1.92
1.17625,1.84
1.17875,1.75
1.18125,1.67
1.18375,1.58
1.18625,1.49
1.18875,1.32
1.19125,1.24
1.19375,1.15
1.19625,1.15
1.19875,0.98
1.20125,0.98
1.20375,0.89
1.20625,0.73
1.20875,0.64
1.21125,0.56
1.21375,0.47
1.21625,0.47
1.21875,0.38
1.22125,0.3
1.22375,0.3
1.22625,0.21
1.22875,0.13
1.23125,0.04
1.23375,0.04
1.23625,-0.05
1.23875,-0.05
1.24125,-0.13
1.24375,-0.13
1.24625,-0.22
1.24875,-0.22
1.25125,-0.3
1.25375,-0.3
1.25625,-0.39
1.25875,-0.39
1.26125,-0.48
1.26375,-0.56
1.26625,-0.48
1.26875,-0.56
1.27125,-0.56
1.27375,-0.56
1.27625,-0.56
1.27875,-0.56
1.28125,-0.65
1.28375,-0.56
1.28625,-0.56
1.28875,-0.56
1.29125,-0.56
1.29375,-0.56
1.29625,-0.56
1.29875,-0.48
1.30125,-0.56
1.30375,-0.56
1.30625,-0.56
1.30875,-0.56
1.31125,-0.48
1.31375,-0.48
1.31625,-0.48
1.31875,-0.39
1.32125,-0.48
1.32375,-0.48
1.32625,-0.48
1.32875,-0.48
1.33125,-0.48
1.33375,-0.39
1.33625,-0.39
1.33875,-0.39
1.34125,-0.39
1.34375,-0.39
1.34625,-0.3
1.34875,-0.39
1.35125,-0.39
1.35375,-0.39
1.35625,-0.3
