# Simulation 2 (Up to date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 889 data points written for 53 variables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.572,12.785,45.726,76.467,45.729,77.045,0.003,-7.60E-07,0.003,-0.016,0.56,9.423,52.671,-1.525,9.813,0.067,3.77E-07,38.347,0.001,630.973,0.036,1.57E-04,60.185,44.951,3.706,0.135,2.60E+06,55.633,0.869,0.51,0.51,0.353,0.035,0.122,0.009,-0.052,-2.41E-04,0,0,0,0,0.085,0.004,4.111,13.273,83.748,-5.47E-05,4.503,14.267,1000.022,339.945,0.01,0.284
0.582,13.246,46.485,75.879,46.49,76.547,0.009,-7.95E-07,0.009,-0.005,0.658,10.087,52.671,-1.525,9.813,0.326,0,-38.177,1.76E-04,630.67,0.036,1.57E-04,59.936,44.935,3.649,0.138,2.64E+06,55.315,0.899,0.511,0.511,0.353,0.035,0.122,0.044,0.243,-2.22E-04,0,0,0,0,-0.082,0.004,4.111,13.273,83.366,-5.76E-05,4.481,14.264,999.968,339.943,0.01,0.285
0.592,13.714,47.238,75.283,47.245,76.047,0.016,-8.24E-07,0.016,-0.003,0.762,10.751,52.671,-1.525,9.813,0.707,1.90E-06,-37.782,-2.23E-04,630.367,0.036,1.57E-04,59.581,44.918,3.567,0.14,2.69E+06,54.997,0.929,0.511,0.512,0.353,0.035,0.123,0.098,0.428,-2.90E-04,0,0,0,0,-0.078,0.004,4.111,13.273,82.986,-5.77E-05,4.459,14.261,999.913,339.941,0.01,0.286
0.602,14.191,47.986,74.679,47.994,75.545,0.024,-8.46E-07,0.024,-0.002,0.872,11.408,52.671,-1.525,9.813,1.069,2.27E-06,-37.153,-3.98E-04,630.064,0.036,1.57E-04,59.26,44.902,3.493,0.142,2.73E+06,54.679,0.961,0.511,0.513,0.353,0.035,0.123,0.152,0.602,2.78E-05,0,0,0,0,-0.073,0.004,4.111,13.273,82.611,-5.37E-05,4.443,14.258,999.857,339.939,0.01,0.287
0.612,14.674,48.727,74.07,48.737,75.043,0.033,-8.58E-07,0.033,-0.001,0.989,12.046,52.671,-1.525,9.813,1.396,-1.83E-06,-36.298,5.76E-04,629.761,0.036,1.57E-04,58.982,44.886,3.429,0.144,2.77E+06,54.361,0.994,0.511,0.514,0.353,0.035,0.123,0.202,0.758,-1.17E-04,0,0,0,0,-0.067,0.004,4.111,13.273,82.243,-4.54E-05,4.443,14.255,999.801,339.937,0.01,0.288
0.622,15.165,49.462,73.456,49.475,74.54,0.044,-8.60E-07,0.044,-0.001,1.112,12.669,52.671,-1.525,9.813,1.706,-4.53E-07,-35.22,6.86E-04,629.458,0.036,1.57E-04,58.727,44.869,3.371,0.146,2.81E+06,54.043,1.027,0.511,0.516,0.353,0.035,0.123,0.251,0.907,-4.30E-04,0,0,0,0,-0.061,0.004,4.111,13.273,81.886,-2.39E-05,4.443,14.251,999.743,339.935,0.01,0.289
0.632,15.663,50.191,72.837,50.206,74.037,0.056,-8.50E-07,0.056,-8.76E-04,1.242,13.273,52.671,-1.525,9.813,1.998,1.11E-06,-33.915,1.17E-04,629.154,0.036,1.57E-04,58.495,44.853,3.318,0.149,2.86E+06,53.724,1.061,0.511,0.517,0.353,0.035,0.123,0.299,1.046,2.15E-04,0,0,0,0,-0.055,0.004,4.111,13.273,81.54,8.51E-06,4.443,14.248,999.685,339.933,0.01,0.29
0.642,16.169,50.914,72.216,50.932,73.533,0.069,-8.25E-07,0.069,-6.89E-04,1.377,13.852,52.671,-1.525,9.813,2.271,-2.57E-06,-32.386,7.31E-04,628.851,0.036,1.57E-04,58.286,44.837,3.271,0.151,2.90E+06,53.406,1.096,0.512,0.519,0.353,0.036,0.123,0.344,1.175,3.73E-04,0,0,0,0,-0.049,0.005,4.111,13.273,81.208,2.61E-05,4.443,14.245,999.625,339.931,0.01,0.292
0.652,16.682,51.63,71.594,51.653,73.028,0.083,-7.84E-07,0.083,-5.40E-04,1.518,14.401,52.671,-1.525,9.813,2.521,-7.56E-07,-30.634,2.31E-04,628.548,0.036,1.57E-04,58.099,44.82,3.23,0.153,2.94E+06,53.088,1.132,0.512,0.521,0.353,0.036,0.123,0.387,1.294,4.98E-04,0,0,0,0,-0.043,0.005,4.111,13.273,80.893,3.91E-05,4.443,14.242,999.565,339.929,0.01,0.293
0.662,17.201,52.341,70.973,52.367,72.523,0.099,-7.24E-07,0.099,-4.19E-04,1.664,14.915,52.671,-1.525,9.813,2.748,-2.35E-06,-28.666,7.54E-04,628.245,0.036,1.57E-04,57.934,44.804,3.194,0.155,2.98E+06,52.77,1.167,0.512,0.523,0.353,0.036,0.123,0.428,1.402,4.47E-04,0,0,0,0,-0.036,0.005,4.111,13.273,80.596,4.46E-05,4.443,14.238,999.504,339.927,0.01,0.294
0.672,17.728,53.045,70.354,53.076,72.017,0.116,-6.44E-07,0.116,-3.17E-04,1.815,15.389,52.671,-1.525,9.813,2.951,8.29E-07,-26.49,-1.60E-04,627.942,0.036,1.57E-04,57.79,44.788,3.163,0.157,3.02E+06,52.452,1.203,0.512,0.524,0.353,0.036,0.123,0.464,1.497,4.82E-04,0,0,0,0,-0.03,0.005,4.111,13.273,80.32,4.25E-05,4.443,14.235,999.442,339.925,0.01,0.295
0.682,18.262,53.742,69.635,53.778,71.405,0.135,-5.43E-07,0.135,-2.30E-04,1.971,15.798,52.671,-1.525,9.813,3.127,1.46E-06,-24.114,-5.45E-04,627.658,0.035,1.56E-04,57.668,44.772,3.137,0.159,3.06E+06,52.069,1.239,0.512,0.526,0.353,0.036,0.123,0.496,1.581,4.59E-04,0,0,0,0,-0.024,0.005,4.111,13.273,80.067,2.89E-05,4.443,14.231,999.38,339.923,0.01,0.296
0.692,18.803,54.429,68.652,54.471,70.516,0.156,-4.18E-07,0.156,-1.54E-04,2.13,16.108,52.671,-1.525,9.813,3.276,-7.84E-07,-21.552,-4.85E-04,627.381,0.035,1.56E-04,57.567,44.757,3.116,0.161,3.10E+06,51.513,1.275,0.513,0.527,0.353,0.036,0.123,0.524,1.651,1.31E-04,0,0,0,0,-0.019,0.005,4.111,13.273,79.839,6.10E-06,4.443,14.228,999.316,339.921,0.01,0.297
0.702,19.351,55.106,67.662,55.154,69.611,0.178,-2.69E-07,0.178,-8.65E-05,2.291,16.358,52.671,-1.525,9.813,3.396,-9.99E-07,-18.817,-4.19E-04,627.103,0.035,1.56E-04,57.487,44.742,3.1,0.163,3.14E+06,50.948,1.31,0.513,0.529,0.353,0.036,0.123,0.546,1.708,-2.30E-04,0,0,0,0,-0.014,0.005,4.111,13.273,79.637,-2.98E-05,4.443,14.224,999.252,339.919,0.01,0.298
0.712,19.905,55.773,66.683,55.827,68.705,0.202,-9.52E-08,0.202,-2.70E-05,2.455,16.546,52.671,-1.525,9.813,3.487,8.45E-07,-15.93,-4.58E-04,626.826,0.035,1.56E-04,57.427,44.727,3.089,0.165,3.18E+06,50.383,1.345,0.513,0.53,0.353,0.036,0.124,0.564,1.751,-4.51E-04,0,0,0,0,-0.01,0.005,4.111,13.273,79.463,-5.64E-05,4.443,14.221,999.187,339.917,0.01,0.299
0.722,20.466,56.431,65.716,56.492,67.798,0.227,1.04E-07,0.227,2.61E-05,2.62,16.67,52.671,-1.525,9.813,3.548,1.44E-06,-12.906,-7.09E-04,626.549,0.035,1.56E-04,57.387,44.712,3.083,0.167,3.21E+06,49.818,1.379,0.513,0.53,0.353,0.036,0.124,0.575,1.779,3.67E-04,0,0,0,0,-0.006,0.005,4.111,13.273,79.318,-6.62E-05,4.442,14.217,999.121,339.914,0.01,0.3
0.732,21.034,57.079,64.763,57.147,66.888,0.254,3.29E-07,0.254,7.41E-05,2.786,16.727,52.671,-1.525,9.813,3.577,-4.50E-07,-9.77,-2.88E-04,626.272,0.035,1.56E-04,57.369,44.697,3.082,0.169,3.25E+06,49.253,1.412,0.513,0.531,0.353,0.037,0.124,0.581,1.794,6.31E-05,0,0,0,0,-0.004,0.005,4.111,13.273,79.205,-8.84E-05,4.442,14.213,999.055,339.912,0.01,0.301
0.742,21.608,57.717,63.824,57.793,65.976,0.283,5.81E-07,0.283,1.18E-04,2.953,16.714,52.671,-1.525,9.813,3.576,0,-6.547,-0.001,625.995,0.035,1.56E-04,57.371,44.682,3.087,0.171,3.29E+06,48.688,1.445,0.513,0.531,0.353,0.037,0.124,0.581,1.793,2.16E-04,0,0,0,0,-0.002,0.005,4.111,13.273,79.123,-1.23E-04,4.442,14.21,998.987,339.91,0.01,0.302
0.752,22.188,58.346,62.899,58.43,65.063,0.313,8.61E-07,0.313,1.58E-04,3.119,16.639,52.671,-1.525,9.813,3.551,3.41E-07,-3.264,-0.001,625.717,0.035,1.56E-04,57.388,44.667,3.095,0.173,3.32E+06,48.123,1.477,0.514,0.531,0.353,0.037,0.124,0.576,1.783,-3.87E-05,0,0,0,0,-3.78E-04,0.005,4.111,13.273,79.074,-1.70E-04,4.433,14.206,998.919,339.908,0.01,0.303
0.762,22.775,58.966,61.984,59.058,64.147,0.345,1.17E-06,0.345,1.94E-04,3.284,16.516,52.671,-1.525,9.813,3.524,0,0.079,-0.001,625.44,0.035,1.56E-04,57.407,44.652,3.103,0.175,3.36E+06,47.558,1.508,0.514,0.531,0.353,0.037,0.124,0.571,1.771,-4.78E-04,0,0,0,0,2.14E-07,0.005,4.111,13.273,79.058,-2.10E-04,4.393,14.202,998.851,339.905,0.01,0.304
0.772,23.367,59.577,61.085,59.677,63.229,0.379,1.51E-06,0.379,2.28E-04,3.447,16.323,52.671,-1.525,9.813,3.464,0,3.457,1.20E-04,625.163,0.035,1.56E-04,57.448,44.636,3.116,0.177,3.39E+06,46.993,1.539,0.514,0.53,0.353,0.037,0.124,0.559,1.744,3.99E-04,0,0,0,0,4.06E-04,0.005,4.111,13.273,79.076,-2.32E-04,4.354,14.198,998.781,339.903,0.01,0.306
0.782,23.966,60.178,60.108,60.286,62.212,0.414,1.87E-06,0.414,2.59E-04,3.608,16.04,52.671,-1.525,9.813,3.373,-9.64E-07,6.835,-0.001,624.902,0.035,1.56E-04,57.51,44.622,3.135,0.179,3.43E+06,46.37,1.569,0.514,0.53,0.353,0.037,0.124,0.542,1.698,3.99E-04,0,0,0,0,0.002,0.005,4.111,13.273,79.128,-2.52E-04,4.314,14.194,998.711,339.901,0.01,0.307
0.792,24.571,60.762,58.383,60.879,60.417,0.451,2.26E-06,0.451,2.88E-04,3.764,15.543,52.671,-1.525,9.813,3.251,0,10.179,-0.002,624.665,0.035,1.56E-04,57.594,44.609,3.159,0.18,3.46E+06,45.262,1.597,0.514,0.529,0.353,0.037,0.124,0.519,1.637,-4.05E-05,0,0,0,0,0.003,0.005,4.111,13.273,79.213,-2.90E-04,4.275,14.19,998.64,339.898,0.01,0.309
0.802,25.181,61.327,56.507,61.452,58.447,0.489,2.69E-06,0.489,3.15E-04,3.915,14.932,52.671,-1.525,9.813,3.078,0,13.449,-0.002,624.427,0.035,1.56E-04,57.714,44.596,3.191,0.182,3.49E+06,44.046,1.623,0.514,0.528,0.353,0.037,0.124,0.487,1.55,4.47E-04,0,0,0,0,0.006,0.005,4.111,13.273,79.331,-3.40E-04,4.258,14.186,998.568,339.896,0.01,0.309
0.812,25.797,61.873,54.656,62.006,56.471,0.529,3.14E-06,0.529,3.40E-04,4.059,14.204,52.671,-1.525,9.813,2.809,0,16.532,-0.002,624.19,0.035,1.56E-04,57.906,44.583,3.241,0.184,3.53E+06,42.83,1.647,0.514,0.526,0.353,0.037,0.124,0.439,1.413,3.77E-04,0,0,0,0,0.009,0.006,4.111,13.273,79.481,-4.17E-04,4.318,14.182,998.496,339.893,0.01,0.31
0.822,26.419,62.401,52.813,62.542,54.493,0.57,3.62E-06,0.57,3.64E-04,4.195,13.429,52.671,-1.525,9.813,2.516,-1.83E-06,19.375,-0.003,623.952,0.035,1.56E-04,58.12,44.57,3.296,0.185,3.56E+06,41.615,1.669,0.515,0.524,0.353,0.037,0.124,0.387,1.263,-2.53E-04,0,0,0,0,0.012,0.006,4.111,13.273,79.661,-5.03E-04,4.379,14.178,998.423,339.891,0.01,0.313
0.832,27.045,62.91,50.975,63.059,52.513,0.613,4.14E-06,0.613,3.87E-04,4.324,12.616,52.671,-1.525,9.813,2.202,-2.92E-06,21.931,-0.003,623.714,0.035,1.56E-04,58.357,44.557,3.357,0.187,3.59E+06,40.399,1.691,0.515,0.522,0.353,0.038,0.125,0.333,1.103,-7.89E-05,0,0,0,0,0.015,0.006,4.111,13.273,79.868,-5.85E-04,4.44,14.174,998.35,339.888,0.01,0.315
0.842,27.677,63.401,49.139,63.557,50.53,0.657,4.67E-06,0.657,4.08E-04,4.444,11.776,52.671,-1.525,9.813,1.872,-1.04E-06,24.172,-0.003,623.477,0.035,1.56E-04,58.616,44.544,3.423,0.188,3.62E+06,39.184,1.713,0.515,0.52,0.353,0.038,0.125,0.278,0.934,-2.41E-04,0,0,0,0,0.017,0.006,4.111,13.273,80.098,-6.42E-04,4.5,14.17,998.276,339.886,0.01,0.316
0.852,28.313,63.87,46.897,64.032,48.139,0.702,5.24E-06,0.702,4.28E-04,4.555,10.864,52.671,-1.525,9.813,1.546,-1.65E-06,26.062,-0.004,623.285,0.035,1.56E-04,58.881,44.534,3.49,0.19,3.64E+06,37.716,1.734,0.515,0.519,0.353,0.038,0.125,0.225,0.767,-6.41E-05,0,0,0,0,0.02,0.006,4.111,13.273,80.35,-6.80E-04,4.54,14.166,998.201,339.883,0.01,0.317
0.862,28.954,64.301,43.141,64.469,44.229,0.748,5.84E-06,0.748,4.47E-04,4.655,9.749,52.671,-1.525,9.813,1.271,-1.29E-06,27.643,-0.004,623.121,0.035,1.56E-04,59.112,44.524,3.548,0.191,3.67E+06,35.3,1.754,0.515,0.518,0.353,0.038,0.125,0.183,0.625,-3.68E-04,0,0,0,0,0.022,0.006,4.111,13.273,80.619,-7.19E-04,4.508,14.162,998.126,339.881,0.01,0.318
0.872,29.599,64.693,39.237,64.867,40.174,0.795,6.46E-06,0.795,4.66E-04,4.744,8.627,52.671,-1.525,9.813,0.987,0,28.913,-0.004,622.956,0.035,1.56E-04,59.359,44.515,3.611,0.192,3.69E+06,32.794,1.772,0.515,0.517,0.353,0.038,0.125,0.139,0.479,4.70E-05,0,0,0,0,0.024,0.006,4.111,13.273,80.902,-7.08E-04,4.476,14.158,998.05,339.878,0.01,0.319
0.882,30.248,65.046,35.324,65.224,36.118,0.843,7.12E-06,0.843,4.84E-04,4.821,7.531,52.671,-1.525,9.813,0.697,3.37E-06,29.856,-0.005,622.792,0.035,1.56E-04,59.619,44.506,3.676,0.193,3.71E+06,30.288,1.789,0.515,0.516,0.353,0.038,0.125,0.097,0.33,4.24E-04,0,0,0,0,0.025,0.006,4.111,13.273,81.196,-6.60E-04,4.445,14.153,997.974,339.876,0.01,0.32
0.892,30.9,65.36,31.403,65.542,32.063,0.891,7.81E-06,0.891,5.02E-04,4.888,6.469,52.671,-1.525,9.813,0.403,2.23E-06,30.455,-0.009,622.628,0.035,1.56E-04,59.893,44.497,3.745,0.194,3.73E+06,27.781,1.805,0.515,0.516,0.353,0.038,0.125,0.055,0.18,-4.77E-04,0,0,0,0,0.026,0.006,4.111,13.273,81.498,-5.89E-04,4.413,14.149,997.898,339.873,0.01,0.321
0.902,31.555,65.634,27.472,65.82,28.007,0.941,8.55E-06,0.941,5.21E-04,4.945,5.452,52.671,-1.525,9.813,0.113,-4.21E-07,30.704,-0.034,622.463,0.035,1.56E-04,60.172,44.488,3.815,0.195,3.74E+06,25.275,1.819,0.516,0.516,0.353,0.038,0.125,0.015,0.031,-2.62E-04,0,0,0,0,0.026,0.006,4.111,13.273,81.804,-4.83E-04,4.377,14.145,997.821,339.871,0.01,0.323
0.912,32.212,65.869,23.529,66.058,23.954,0.99,9.32E-06,0.99,5.40E-04,4.992,4.49,52.671,-1.525,9.813,0.161,-1.12E-06,-30.611,-0.024,622.299,0.035,1.56E-04,60.126,44.479,3.806,0.196,3.76E+06,22.769,1.832,0.516,0.516,0.353,0.038,0.125,0.022,0.108,3.00E-04,0,0,0,0,-0.026,0.006,4.111,13.273,82.111,-3.61E-04,4.325,14.141,997.744,339.868,0.01,0.324
0.922,32.872,66.066,19.725,66.258,20.048,1.04,1.02E-05,1.04,5.59E-04,5.029,3.587,52.671,-1.525,9.813,0.43,2.53E-06,-30.186,-0.01,622.186,0.035,1.56E-04,59.869,44.473,3.745,0.196,3.77E+06,20.356,1.844,0.516,0.516,0.353,0.038,0.125,0.059,0.245,2.57E-04,0,0,0,0,-0.025,0.006,4.111,13.273,82.415,-2.07E-04,4.273,14.136,997.666,339.866,0.01,0.325
0.932,33.533,66.234,16.725,66.426,16.963,1.091,1.10E-05,1.091,5.79E-04,5.06,2.831,52.671,-1.525,9.813,0.69,1.08E-06,-29.432,-0.006,622.118,0.035,1.56E-04,59.628,44.469,3.687,0.197,3.78E+06,18.455,1.855,0.516,0.516,0.353,0.038,0.125,0.096,0.377,1.64E-04,0,0,0,0,-0.024,0.006,4.111,13.273,82.713,-2.42E-05,4.221,14.132,997.589,339.863,0.01,0.326
0.942,34.196,66.372,13.842,66.566,14.004,1.141,1.19E-05,1.141,5.99E-04,5.082,2.126,52.671,-1.525,9.813,0.938,-1.43E-06,-28.362,-0.004,622.051,0.035,1.56E-04,59.405,44.466,3.634,0.197,3.78E+06,16.631,1.864,0.516,0.517,0.353,0.038,0.125,0.132,0.502,-3.04E-04,0,0,0,0,-0.022,0.006,4.111,13.273,83.003,1.75E-04,4.17,14.128,997.511,339.86,0.01,0.327
0.952,34.861,66.481,10.953,66.676,11.049,1.192,1.29E-05,1.192,6.21E-04,5.099,1.452,52.671,-1.525,9.813,1.183,-7.39E-07,-26.989,-0.003,621.984,0.035,1.56E-04,59.191,44.462,3.583,0.197,3.79E+06,14.807,1.873,0.516,0.518,0.353,0.038,0.125,0.169,0.625,-4.05E-04,0,0,0,0,-0.02,0.006,4.111,13.273,83.28,4.04E-04,4.131,14.123,997.433,339.858,0.01,0.328
0.962,35.526,66.562,8.061,66.757,8.1,1.243,1.40E-05,1.243,6.43E-04,5.108,0.785,52.671,-1.525,9.813,1.449,0,-25.289,-0.003,621.917,0.035,1.56E-04,58.966,44.458,3.529,0.198,3.79E+06,12.982,1.881,0.516,0.519,0.353,0.038,0.125,0.21,0.759,-3.31E-04,0,0,0,0,-0.017,0.006,4.111,13.273,83.541,6.72E-04,4.137,14.119,997.355,339.855,0.01,0.329
0.972,36.192,66.613,5.164,66.809,5.167,1.295,1.51E-05,1.295,6.66E-04,5.111,0.163,52.671,-1.525,9.813,1.694,0,-23.271,-0.003,621.85,0.035,1.56E-04,58.765,44.454,3.481,0.198,3.80E+06,11.158,1.888,0.516,0.52,0.353,0.038,0.125,0.249,0.881,-2.28E-04,0,0,0,0,-0.015,0.006,4.111,13.273,83.784,9.62E-04,4.144,14.115,997.277,339.852,0.01,0.33
0.982,36.858,66.636,2.262,66.831,2.299,1.346,1.62E-05,1.346,6.90E-04,5.108,0.413,52.671,-1.525,9.813,1.915,1.91E-06,-20.967,-0.002,621.783,0.035,1.56E-04,58.587,44.451,3.439,0.198,3.80E+06,9.334,1.893,0.516,0.521,0.353,0.038,0.125,0.285,0.993,-4.60E-05,0,0,0,0,-0.012,0.006,4.111,13.273,84.006,0.001,4.15,14.11,997.199,339.85,0.01,0.33
0.992,37.524,66.629,-0.644,66.824,1.14,1.397,1.74E-05,1.397,7.15E-04,5.1,0.941,52.671,-1.525,9.813,2.112,0,-18.403,-0.001,621.716,0.035,1.56E-04,58.434,44.447,3.402,0.198,3.80E+06,7.51,1.897,0.516,0.522,0.353,0.038,0.125,0.318,1.091,2.35E-04,0,0,0,0,-0.009,0.006,4.111,13.273,84.203,0.001,4.157,14.106,997.121,339.847,0.01,0.331
1.002,38.19,66.594,-3.552,66.788,3.827,1.448,1.87E-05,1.448,7.41E-04,5.087,1.423,52.671,-1.525,9.813,2.284,5.92E-07,-15.615,-0.003,621.649,0.035,1.56E-04,58.302,44.443,3.371,0.198,3.79E+06,5.685,1.899,0.516,0.523,0.353,0.038,0.125,0.347,1.176,-3.23E-04,0,0,0,0,-0.007,0.006,4.111,13.273,84.373,0.002,4.167,14.102,997.043,339.845,0.01,0.332
1.012,38.856,66.53,-6.379,66.723,6.645,1.498,2.01E-05,1.498,7.67E-04,5.069,1.861,52.671,-1.525,9.813,2.438,2.62E-06,-12.629,-0.003,621.599,0.035,1.56E-04,58.186,44.441,3.343,0.198,3.79E+06,3.913,1.899,0.516,0.524,0.353,0.038,0.125,0.373,1.253,-2.89E-04,0,0,0,0,-0.004,0.006,4.111,13.273,84.514,0.002,4.191,14.097,996.965,339.842,0.01,0.333
1.022,39.521,66.449,-8.078,66.641,8.358,1.549,2.15E-05,1.549,7.95E-04,5.048,2.147,52.671,-1.525,9.813,2.56,1.02E-06,-9.483,-0.002,621.584,0.035,1.56E-04,58.094,44.44,3.321,0.197,3.79E+06,2.846,1.897,0.516,0.525,0.353,0.038,0.125,0.395,1.314,-9.60E-05,0,0,0,0,-0.002,0.006,4.111,13.273,84.625,0.002,4.215,14.093,996.887,339.839,0.01,0.334
1.032,40.185,66.355,-9.419,66.545,9.71,1.599,2.30E-05,1.599,8.23E-04,5.025,2.359,52.671,-1.525,9.813,2.651,-3.87E-07,-6.215,-0.001,621.57,0.035,1.56E-04,58.028,44.439,3.306,0.197,3.78E+06,2.003,1.894,0.516,0.526,0.353,0.038,0.125,0.411,1.358,-4.00E-04,0,0,0,0,-0.001,0.006,4.111,13.273,84.703,0.003,4.239,14.089,996.809,339.837,0.01,0.335
1.042,40.848,66.244,-11.087,66.432,11.379,1.649,2.45E-05,1.649,8.52E-04,4.999,2.563,52.671,-1.525,9.813,2.708,7.68E-07,-2.868,-0.003,621.565,0.035,1.56E-04,57.986,44.439,3.295,0.197,3.77E+06,0.955,1.889,0.516,0.526,0.353,0.038,0.125,0.421,1.387,1.44E-04,0,0,0,0,-2.26E-04,0.006,4.111,13.273,84.749,0.003,4.263,14.084,996.731,339.834,0.01,0.336
# Event BURNOUT occurred at t=1.045 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.045,41.03,66.21,-12.342,66.398,12.631,1.663,2.50E-05,1.663,8.60E-04,4.992,2.686,52.671,-1.525,9.813,2.718,4.30E-07,-1.936,-0.002,621.564,0.035,1.56E-04,57.979,44.439,3.294,0.197,3.77E+06,0.169,1.887,0.516,0.526,0.353,0.038,0.125,0.423,1.392,-3.86E-04,0,0,0,0,-1.03E-04,0.006,4.111,13.273,84.755,0.003,4.269,14.083,996.71,339.833,0.003,0.337
1.049,41.303,66.158,-12.609,66.345,12.898,1.684,2.56E-05,1.684,8.73E-04,4.981,2.717,52.671,-1.525,9.813,2.728,4.06E-07,-0.54,-0.002,621.564,0.035,1.56E-04,57.971,44.439,3.292,0.197,3.77E+06,0,1.884,0.516,0.526,0.353,0.038,0.125,0.424,1.397,2.60E-04,0,0,0,0,-8.01E-06,0.006,4.111,13.273,84.76,0.003,4.279,14.082,996.678,339.832,0.004,0.342
1.055,41.712,66.08,-12.602,66.266,12.891,1.715,2.67E-05,1.715,8.91E-04,4.964,2.717,52.671,-1.525,9.813,2.734,4.56E-07,1.557,-0.002,621.564,0.035,1.56E-04,57.967,44.439,3.291,0.196,3.76E+06,0,1.88,0.516,0.526,0.353,0.038,0.125,0.425,1.4,8.79E-05,0,0,0,0,6.68E-05,0.006,4.111,13.273,84.757,0.003,4.296,14.079,996.63,339.831,0.006,0.345
1.065,42.325,65.963,-12.591,66.148,12.876,1.76,2.83E-05,1.76,9.19E-04,4.939,2.694,52.671,-1.525,9.813,2.72,4.61E-07,4.686,-0.001,621.564,0.035,1.56E-04,57.977,44.439,3.293,0.196,3.76E+06,0,1.873,0.516,0.526,0.353,0.038,0.125,0.423,1.392,2.89E-04,0,0,0,0,6.08E-04,0.006,4.111,13.273,84.728,0.003,4.322,14.075,996.558,339.828,0.009,0.347
1.075,42.984,65.837,-12.58,66.02,12.854,1.81,3.00E-05,1.81,9.51E-04,4.912,2.638,52.671,-1.525,9.813,2.672,2.97E-07,8.009,-0.002,621.564,0.035,1.56E-04,58.012,44.439,3.302,0.196,3.75E+06,0,1.864,0.516,0.526,0.353,0.038,0.125,0.414,1.366,4.40E-04,0,0,0,0,0.002,0.006,4.111,13.273,84.665,0.003,4.349,14.071,996.48,339.826,0.01,0.348
1.085,43.642,65.712,-12.569,65.893,12.826,1.859,3.19E-05,1.859,9.82E-04,4.886,2.553,52.671,-1.525,9.813,2.592,4.61E-07,11.238,-0.003,621.564,0.035,1.56E-04,58.07,44.439,3.316,0.195,3.74E+06,0,1.855,0.516,0.525,0.353,0.038,0.125,0.4,1.324,-3.19E-04,0,0,0,0,0.004,0.006,4.111,13.273,84.568,0.003,4.376,14.066,996.403,339.823,0.01,0.349
1.095,44.298,65.586,-12.559,65.766,12.794,1.907,3.38E-05,1.907,0.001,4.861,2.44,52.671,-1.525,9.813,2.481,9.67E-07,14.331,-0.002,621.564,0.035,1.56E-04,58.151,44.439,3.336,0.195,3.74E+06,0,1.845,0.516,0.524,0.353,0.038,0.125,0.381,1.265,3.01E-04,0,0,0,0,0.006,0.006,4.111,13.273,84.44,0.004,4.404,14.062,996.326,339.821,0.01,0.35
1.105,44.953,65.46,-12.551,65.639,12.756,1.956,3.58E-05,1.956,0.001,4.837,2.278,52.671,-1.525,9.813,2.317,1.35E-06,17.254,-0.001,621.564,0.035,1.56E-04,58.274,44.439,3.366,0.195,3.73E+06,0,1.834,0.515,0.523,0.353,0.038,0.125,0.353,1.178,4.33E-04,0,0,0,0,0.008,0.006,4.111,13.273,84.282,0.004,4.403,14.058,996.249,339.818,0.01,0.351
